id	effectiveTime	active	moduleId	refsetId	referencedComponentId	acceptabilityId
8b880ced-9272-5444-8d06-99d8f0467f6d	20060731	0	900000000000207008	900000000000508004	550863018	900000000000548007
8b8e7dcc-6905-54ba-9f3d-5c4f2fe1ad11	20020131	1	900000000000207008	900000000000508004	900000000000951010	900000000000548007
8b8ea0e5-f965-4bd0-add2-ce6fde26e2a3	20170731	1	900000000000012004	900000000000508004	3485961011	900000000000548007
8b9b8a13-2855-5c95-aeeb-1261a22cd536	20090131	1	900000000000207008	900000000000508004	2788216011	900000000000548007
8b9cd876-47e8-5358-b6df-ea6ddfb214eb	20020131	1	900000000000207008	900000000000508004	695599013	900000000000548007
8ba4968d-aabf-51e3-ab27-1fa6e331303e	20020131	1	900000000000207008	900000000000509007	617491019	900000000000548007
8bbe337b-64e8-5f77-a701-c192f5aa087a	20020131	1	900000000000207008	900000000000509007	665309010	900000000000548007
8bc2f1b6-15f5-5804-a2c1-1ce70faa2881	20040731	1	900000000000207008	900000000000509007	2465159011	900000000000548007
8bd0b2bb-328f-53fc-8f0c-66b32de8fa6d	20020131	1	900000000000207008	900000000000508004	701530015	900000000000548007
8c0748da-2d2e-5e08-b8d7-10cd4e81c08f	20060731	1	900000000000207008	900000000000508004	2609253012	900000000000548007
8c21c6d6-6016-56b5-af4a-a80803193352	20160131	1	900000000000207008	900000000000508004	3299268015	900000000000548007
8c3354b8-4ef3-5323-83a6-1302968e8532	20020131	1	900000000000207008	900000000000508004	711426012	900000000000548007
8c54a431-96d5-570a-a353-da23f61d9eee	20020131	1	900000000000207008	900000000000508004	735569019	900000000000548007
8c9644fb-8efa-5bdc-bf53-3020f9ec6bff	20020131	1	900000000000207008	900000000000508004	181141018	900000000000548007
8cc75160-9772-5aae-84fe-d7d711c17b55	20020131	1	900000000000207008	900000000000508004	697704014	900000000000548007
8cd11669-dd05-5b86-b924-a7cd28450e05	20020131	1	900000000000207008	900000000000509007	673839012	900000000000548007
8cf50c99-0741-5371-84dc-f30582a7faa9	20020131	1	900000000000207008	900000000000508004	767200012	900000000000548007
8cfb40b9-0264-5f8d-b6e5-92cbce8bb587	20020131	1	900000000000207008	900000000000509007	380400010	900000000000548007
8d02f96e-9338-502f-8266-eebb4e2321ab	20020131	1	900000000000207008	900000000000509007	700464012	900000000000548007
8d15f1b4-46e5-4d61-9094-0519d9f0457e	20170731	1	900000000000012004	900000000000509007	3475750019	900000000000548007
8d60ee51-3cdd-5ade-97dd-cd6497f1abef	20020131	1	900000000000207008	900000000000508004	485018016	900000000000548007
8d82e786-4c99-4e90-af5a-15b003e16d13	20170731	1	900000000000012004	900000000000509007	3485957017	900000000000548007
8d9315b0-75ff-5981-8a1a-b740a09866d2	20020131	1	900000000000207008	900000000000508004	732418014	900000000000548007
8d9a0152-6b0c-5232-97bd-4c0e2f29263a	20020131	1	900000000000207008	900000000000509007	794467013	900000000000548007
8d9dde36-cc59-5d96-9952-e894daa8eae3	20080731	1	900000000000207008	900000000000508004	2742650018	900000000000548007
8dab3238-f2ad-5869-a9d3-86a47f88dd14	20020131	1	900000000000207008	900000000000508004	786699014	900000000000548007
8dab3578-185d-5637-8415-8b57359a0fda	20080731	1	900000000000207008	900000000000508004	2735592013	900000000000548007
8db5e225-5a50-502b-8b24-8d264c2c3722	20020131	1	900000000000207008	900000000000509007	708905016	900000000000548007
8dbff976-e458-591b-8630-9d1f85ca279d	20020131	1	900000000000207008	900000000000509007	680946014	900000000000548007
8dccedee-2b43-594c-82e0-34142b7e69a6	20020131	1	900000000000207008	900000000000508004	733439014	900000000000548007
8dd09b9f-9b4a-5a1a-a200-1d714c68e94d	20040731	1	900000000000207008	900000000000509007	2464182017	900000000000548007
8e056fe6-3ef3-51cb-bdde-12e828876741	20020131	1	900000000000207008	900000000000509007	781412014	900000000000548007
8e383073-6daa-54e7-8496-07dc4bdf51cf	20020731	1	900000000000207008	900000000000509007	1198609011	900000000000548007
8e56d9d4-4c89-5687-a4c4-ad2bdc436863	20070131	1	900000000000207008	900000000000508004	2638110011	900000000000548007
8e63ce9f-7812-5d99-b71a-d4c7577cc54f	20020131	1	900000000000207008	900000000000509007	670131011	900000000000548007
8e959e31-4acf-59fa-b946-675e9d48be55	20020131	1	900000000000207008	900000000000509007	679892012	900000000000548007
8e9b32b3-ab5e-5d1e-bda5-4b2e0a50bf38	20020131	1	900000000000207008	900000000000508004	732984014	900000000000548007
8ea04517-7ed8-5a23-9efd-90850b38dec4	20020131	1	900000000000207008	900000000000509007	844993012	900000000000548007
8ea285fa-a25c-59c0-9cba-17d5c95cefb5	20040731	1	900000000000207008	900000000000508004	2465962013	900000000000548007
8ecc686e-40e8-5d67-a245-fe4d577fd8e0	20020131	1	900000000000207008	900000000000509007	730979014	900000000000548007
8f04276d-580b-51b1-a0e6-03086ab38da0	20020131	1	900000000000207008	900000000000509007	791143013	900000000000548007
8f13465f-e610-58f5-992c-8989b91e8f24	20020131	1	900000000000207008	900000000000509007	698467016	900000000000548007
8f23829f-7e6a-5cdc-9e17-520451f463ee	20020131	1	900000000000207008	900000000000509007	675408019	900000000000548007
8f29d1a8-7f9f-5f28-90d1-652f145ff691	20060731	1	900000000000207008	900000000000509007	2609167012	900000000000548007
8f2b83f1-7624-50f3-9c0b-af8c03392084	20070731	1	900000000000207008	900000000000508004	2662152017	900000000000548007
8f34ddfb-da94-5b05-8c14-07a118effe84	20060731	0	900000000000207008	900000000000508004	1456408013	900000000000548007
8f4e5787-c15b-57bc-bc95-d31d66dfb93a	20020131	1	900000000000207008	900000000000509007	388521012	900000000000548007
8fb70a0e-cea6-56af-abbb-dceddca3a42c	20020131	1	900000000000207008	900000000000508004	754982017	900000000000548007
8fcbe671-eba3-5807-b3ba-cc8f4b1a4c3c	20020131	1	900000000000207008	900000000000508004	731742012	900000000000548007
8fdb9dc9-63e3-58f6-949f-3c177251eb6b	20140731	0	900000000000207008	900000000000509007	2610645011	900000000000548007
8fe87a6b-ba76-56c1-8b0e-ed5d00ba256e	20020131	1	900000000000207008	900000000000509007	648855010	900000000000548007
8ff2136b-e190-5bea-9769-d8bb249d785a	20020131	1	900000000000207008	900000000000508004	181143015	900000000000548007
90089f61-b99d-5408-8764-070ca5739bc2	20020131	1	900000000000207008	900000000000508004	656742017	900000000000548007
9041af82-d900-5ebb-ba10-8d5f900f0a80	20140131	1	900000000000207008	900000000000509007	2986198013	900000000000548007
905adc88-6a3e-5180-a476-d09d57fb4c55	20020131	1	900000000000207008	900000000000508004	670131011	900000000000548007
90617d5f-a411-5780-bfa0-13cffb69acea	20020131	1	900000000000207008	900000000000509007	700010018	900000000000548007
90877ced-a652-5dd5-9f59-6fc4f5dd1db2	20020131	1	900000000000207008	900000000000508004	758055019	900000000000548007
909a2ad0-10ab-585e-b034-16e9d8e0b582	20020131	1	900000000000207008	900000000000508004	703417011	900000000000548007
90c8a624-2845-5766-bf5b-4ab83a54b367	20020131	1	900000000000207008	900000000000509007	822101011	900000000000548007
90cf0ba3-2d85-5561-a409-34e65557a75f	20020131	1	900000000000207008	900000000000508004	594014018	900000000000548007
90e54fae-7d7b-5ef1-bad8-a1561c836d42	20040731	1	900000000000207008	900000000000508004	2466127011	900000000000548007
90ead7af-c0ab-5c51-962a-b2d02386be3b	20130731	1	900000000000207008	900000000000508004	2968044014	900000000000548007
90f8d83c-5ad3-582d-b02f-ac5254f117e6	20020131	1	900000000000207008	900000000000508004	631401012	900000000000548007
910911bb-5221-5129-b3b4-ea4564f29b6b	20020131	1	900000000000207008	900000000000509007	776348017	900000000000548007
911f1ba9-ec44-5a17-873b-61884e14a609	20040731	0	900000000000207008	900000000000508004	1470660018	900000000000548007
912cac02-4060-5afd-9fe6-eda1ba744f51	20100731	1	900000000000207008	900000000000508004	2869581012	900000000000548007
912ff38b-5ac9-52b2-84b1-c741e0bd3d20	20020131	1	900000000000207008	900000000000508004	723773012	900000000000548007
913229f7-1b3f-5810-8e82-c2e8dfd776d0	20020131	1	900000000000207008	900000000000509007	709205015	900000000000548007
9137e638-3edf-5ba0-b64e-3e5329f3ea6d	20140131	1	900000000000207008	900000000000508004	2987634018	900000000000548007
913c5bcb-63c0-5f8a-8b4c-03fcf8cec22d	20030131	0	900000000000207008	900000000000509007	709093013	900000000000548007
9145a1e8-993a-4101-bd22-b0d8566894c3	20170731	1	900000000000207008	900000000000508004	3467305019	900000000000548007
915ba826-c569-5f5e-9d40-489bf04e0535	20130731	1	900000000000207008	900000000000509007	2967153018	900000000000548007
915ef8c6-653f-523a-8b38-b324178eae17	20060731	1	900000000000207008	900000000000508004	2613947016	900000000000548007
91681c1b-0fd0-579a-92b8-478d57bbf16b	20020131	1	900000000000207008	900000000000509007	789056016	900000000000548007
91690f25-74f7-4685-b746-6c45f50d58b8	20170731	1	900000000000207008	900000000000508004	3495166019	900000000000548007
91b532dc-a6b7-5a5c-acc3-5c051015331f	20020131	1	900000000000207008	900000000000509007	802960018	900000000000548007
91d987e0-7c37-5c1b-bedc-a868786ea577	20020131	1	900000000000207008	900000000000508004	700453014	900000000000548007
91f2c60d-6d0c-54dd-948f-07b1079aca67	20030131	1	900000000000207008	900000000000508004	1460788019	900000000000548007
9205199c-397b-5de4-99eb-f67ea8489714	20020131	1	900000000000207008	900000000000508004	674754016	900000000000548007
920ecf0a-cb40-5c10-8255-0efb2a355308	20020131	1	900000000000207008	900000000000508004	803980011	900000000000548007
921c9388-d8bc-5be2-8c26-230cdf1209b1	20020131	1	900000000000207008	900000000000509007	814406013	900000000000548007
9228c673-ae8e-5be0-996a-ae442a532275	20080731	1	900000000000207008	900000000000508004	2735605011	900000000000548007
92520793-6f6e-5c5b-a68d-9dbf8e500f56	20020731	1	900000000000207008	900000000000509007	1186915016	900000000000548007
925614fc-68fb-5a9e-ab0a-f4a7d311ec64	20020131	1	900000000000207008	900000000000508004	900000000001209018	900000000000548007
9276095b-f56c-546f-9d19-448941e38732	20100131	1	900000000000207008	900000000000509007	2835518012	900000000000548007
928468f7-8775-57dc-9c3a-5cc803fcf44b	20020131	1	900000000000207008	900000000000508004	673850010	900000000000548007
92d28214-4df3-5b4f-8c86-41b2f9c86298	20050131	1	900000000000207008	900000000000509007	2528943016	900000000000548007
92efa403-23b6-5526-86e0-8efd1e275c45	20020131	1	900000000000207008	900000000000508004	794467013	900000000000548007
92f58705-2917-59ab-aeca-9d83ce5c3a6b	20020131	1	900000000000207008	900000000000508004	775140014	900000000000548007
93077439-c727-5f60-9cc5-0590b960ef59	20020131	1	900000000000207008	900000000000509007	708903011	900000000000548007
93192471-436d-5a62-8025-a82dec6e4a52	20020131	1	900000000000207008	900000000000509007	762489016	900000000000548007
931d85a2-ced4-54d4-8726-264d0ac7eca4	20080731	1	900000000000207008	900000000000509007	2735605011	900000000000548007
9331e2f1-8903-572f-90de-d21ab1b29593	20020131	1	900000000000207008	900000000000509007	755636017	900000000000548007
9333aced-ad6e-5104-aba6-b3ff8f0afd1f	20150731	0	900000000000207008	900000000000509007	674744015	900000000000548007
933b3570-8041-5a09-9b8a-2341118e5252	20060731	1	900000000000207008	900000000000509007	2609253012	900000000000548007
933eb528-6b4b-5931-92f5-c766d2a2e004	20020131	1	900000000000207008	900000000000508004	674743014	900000000000548007
9343dedf-c708-55d0-af2c-7368222ba69f	20170731	0	900000000000207008	900000000000509007	2472759013	900000000000549004
934e0a9e-f046-5955-984e-c535d51b2555	20040731	1	900000000000207008	900000000000509007	2461355019	900000000000548007
9363646b-d493-5580-9b2b-04f9a79fd79f	20080731	1	900000000000207008	900000000000508004	2708004013	900000000000548007
93887dd1-26bc-578a-a659-133c1e59eb39	20020131	1	900000000000207008	900000000000508004	612669013	900000000000548007
93925aaa-74cd-5ae1-ac0b-243f965a0ab3	20130731	1	900000000000207008	900000000000508004	2958853015	900000000000548007
93ef5a55-be01-56e5-9f56-13f1088332b2	20020131	1	900000000000207008	900000000000509007	749526019	900000000000548007
93ef7896-d936-50fa-aef0-758a383ab395	20020131	1	900000000000207008	900000000000508004	818227011	900000000000548007
942ba17e-5da8-5e40-9e1c-fa5c49aadfdc	20160131	1	900000000000207008	900000000000509007	3286089018	900000000000548007
943e89d0-b370-5192-8349-44076a04010a	20060731	0	900000000000207008	900000000000508004	550864012	900000000000548007
9443b718-10b7-5e95-8b0c-1c69a617eb6b	20020131	1	900000000000207008	900000000000508004	701576016	900000000000548007
946277c5-ac36-5298-b9de-48d56c08a1e6	20020131	1	900000000000207008	900000000000508004	711406013	900000000000548007
9467ba72-6d5f-5b49-a3a7-e88d16b78193	20020131	1	900000000000207008	900000000000508004	708953017	900000000000548007
947eebd9-c9d6-5c52-8bc3-34545654dc03	20020131	1	900000000000207008	900000000000509007	762926018	900000000000548007
94948093-5c74-53a5-a76a-8ecd67969ed5	20170731	0	900000000000207008	900000000000508004	2472759013	900000000000549004
94aabfc2-2091-5a44-a570-c32d3fd7c250	20020131	1	900000000000207008	900000000000508004	900000000000973015	900000000000548007
94c52405-dbd6-50b5-b314-b5886802a185	20020131	1	900000000000207008	900000000000509007	731463013	900000000000548007
94d86667-21bd-50cc-8cf6-c6abb4b37ac6	20070131	0	900000000000207008	900000000000508004	755362019	900000000000548007
94e6c45c-ebc8-5653-b740-412233b368c4	20170731	0	900000000000207008	900000000000508004	700322013	900000000000548007
94f05e90-539a-50f8-ba22-6e91091386f9	20060131	1	900000000000207008	900000000000509007	2573383017	900000000000548007
94f58d43-f7ef-5cd2-91a7-708fd8b7aba5	20020131	1	900000000000207008	900000000000509007	703294015	900000000000548007
94fbbc6a-96ca-5ff9-98ad-024c48c36747	20020131	1	900000000000207008	900000000000508004	832670019	900000000000548007
9519d28c-0f0a-5cb6-91ec-64643a46e9ee	20020131	1	900000000000207008	900000000000509007	697938013	900000000000548007
952a485c-3266-5824-be15-2afeff58a52d	20020131	1	900000000000207008	900000000000508004	636101018	900000000000548007
95430796-baf2-5dd2-bd7c-49fa268d62eb	20020131	1	900000000000207008	900000000000509007	551230012	900000000000548007
95739532-9d13-545a-a0bc-0bb98352375b	20150131	1	900000000000207008	900000000000509007	3012823011	900000000000548007
95810a40-ae1f-5c34-b48a-dacd5685fd3c	20020131	1	900000000000207008	900000000000509007	762929013	900000000000548007
9595b2df-5f70-5ba7-84f7-2950024a0559	20090731	1	900000000000207008	900000000000508004	2818022015	900000000000548007
95ad0a93-4106-5279-affe-856d53062a4c	20020131	1	900000000000207008	900000000000509007	700034011	900000000000548007
95bd205d-33af-485c-a609-5cbbaa338da0	20170131	1	900000000000207008	900000000000509007	3317581014	900000000000548007
95e47938-1b03-5500-bfd2-3444797989bc	20020131	1	900000000000207008	900000000000509007	701130014	900000000000548007
961d2655-cd22-547d-83b5-3ed89635d27e	20020131	1	900000000000207008	900000000000508004	656706013	900000000000548007
9625aeaf-e7b9-5473-ad61-882274df43e2	20050731	1	900000000000207008	900000000000509007	2546362014	900000000000548007
962baacd-f330-5357-95e4-4e33e449a2e4	20020131	1	900000000000207008	900000000000509007	698190018	900000000000548007
966361ad-6345-5cb3-bdd4-20f8841c71f1	20020731	1	900000000000207008	900000000000509007	1197355016	900000000000548007
96696ea9-7fa3-5613-a172-bb8ceb6e8d4a	20040731	1	900000000000207008	900000000000509007	2461337011	900000000000548007
967e4728-7330-56f6-baae-2a64ea1b67f5	20020131	1	900000000000207008	900000000000509007	665158015	900000000000548007
96834d55-9fe1-56a1-a224-fef507f21742	20080131	0	900000000000207008	900000000000509007	1208889014	900000000000549004
96941ec4-17e6-5f4f-b7a1-33e4e0759cab	20020131	1	900000000000207008	900000000000509007	825785019	900000000000548007
